#erel:= 0.850;
#emax:= 2615.723;
#q:= 0.000;
#nesce:=     8;
#etime:= 0.050;
#snodes:=   239;
param nS:=    10;
param nSG:=    34;
param nRVSG :=
1 24
5 2
9 2
13 2
17 2
21 9
25 2
29 2
33 2
2 24
6 2
10 2
14 2
18 2
22 2
26 2
30 2
34 24
3 24
7 20
11 17
15 2
19 2
23 2
27 2
31 2
4 24
8 2
12 2
16 13
20 2
24 2
28 4
32 2
;


param ScenF :=
1 23.0295
59 75.3051
117 63.5988
175 52.5673
2 41.2904
60 61.3261
118 70.2563
176 50.3597
3 33.6862
61 56.197
119 80.0585
177 51.8447
4 28.3335
62 60.0839
120 71.6207
178 68.612
5 26.1814
63 65.471
121 0.476462
179 80.1486
6 33.2121
64 76.8966
122 0
180 83.057
7 54.6966
65 90.3626
123 0.470571
181 57.8704
8 81.2598
66 97.1621
124 0
182 0.374208
9 107.562
67 123.118
125 0.484716
183 0.3814
10 108.857
68 151.287
126 0
184 0.330461
11 85.5833
69 147.968
127 9.78074
185 0.202
12 77.6869
70 128.56
128 22.5239
186 0.285668
13 74.1469
71 113.693
129 26.5808
187 0.1133
14 75.0215
72 106.068
130 29.819
188 0.248546
15 73.8733
73 44.0436
131 48.4593
189 0.0026
16 67.9571
74 80.5591
132 59.9111
190 0.232426
17 67.8079
75 71.3913
133 58.6308
191 0
18 79.4804
76 66.7011
134 49.8236
192 0.232506
19 101.037
77 67.507
135 48.5032
193 0
20 121.23
78 71.3727
136 51.9044
194 79.4268
21 124.729
79 83.7933
137 52.7655
195 80.0032
22 112.477
80 103.908
138 46.4708
196 71.545
23 102.159
81 128.993
139 44.6394
197 58.1968
24 88.8231
82 120.81
140 52.8777
198 0.268675
25 28.7141
83 103.154
141 65.3538
199 0
26 37.9136
84 90.345
142 67.5644
200 0.339273
27 47.3108
85 92.2301
143 47.5615
201 0
28 51.5098
86 98.2453
144 0.501931
202 0.358124
29 54.1616
87 108.115
145 0
203 0
30 51.74
88 115.754
146 0.532393
204 0.342713
31 51.3945
89 120.703
147 0
205 0
32 38.507
90 121.513
148 0.571536
206 0.33365
33 44.5541
91 149.613
149 0.0102
207 0
34 57.7533
92 177.664
150 0.587459
208 1.06458
35 69.4502
93 171.994
151 0.1122
209 9.24783
36 65.373
94 144.804
152 50.65
210 0
37 74.2788
95 131.071
153 60.4536
211 5.53914
38 68.1104
96 128.85
