# Parameters for Flexible Demand Model 
## Central Demand
param FD := 1 23.85
            2 21.63
            3 20.39
            4 19.81
            5 19.33
            6 19.64
            7 21.07
            8 23.17
            9 25.96
            10 29.99
            11 32.37
            12 33.24
            13 34.68
            14 34.49
            15 35.59
            16 33.34
            17 33.46
            18 33.91
            19 34.56
            20 35.84
            21 35.39
            22 34.6
            23 31.96
            24 27.8
; 
 
## Lower Bound on Flexible Demand 
param FD_L := 1 19.08
            2 17.3
            3 16.31
            4 15.85
            5 15.46
            6 15.72
            7 16.86
            8 18.53
            9 20.76
            10 23.99
            11 25.9
            12 26.59
            13 27.74
            14 27.59
            15 28.47
            16 26.67
            17 26.77
            18 27.13
            19 27.65
            20 28.67
            21 28.31
            22 27.68
            23 25.57
            24 22.24
; 
 
## Upper Bound on Flexible Demand 
param FD_U := 1 28.62
            2 25.95
            3 24.47
            4 23.77
            5 23.19
            6 23.57
            7 25.28
            8 27.8
            9 31.15
            10 35.99
            11 38.85
            12 39.89
            13 41.62
            14 41.38
            15 42.71
            16 40.01
            17 40.16
            18 40.69
            19 41.47
            20 43.01
            21 42.47
            22 41.52
            23 38.35
            24 33.36
; 
 
## Upper Bound on Upwards Reserve Provided by Flexible Demand 
param RUFD := 1 9.54
            2 8.65
            3 8.16
            4 7.92
            5 7.73
            6 7.86
            7 8.43
            8 9.27
            9 10.38
            10 12.0
            11 12.95
            12 13.3
            13 13.87
            14 13.79
            15 14.24
            16 13.34
            17 13.39
            18 13.56
            19 13.82
            20 14.34
            21 14.16
            22 13.84
            23 12.78
            24 11.12
; 
 
## Upper Bound on Downwards Reserve Provided by Flexible Demand 
param RDFD := 1 57.24
            2 51.9
            3 48.94
            4 47.54
            5 46.38
            6 47.15
            7 50.57
            8 55.6
            9 62.29
            10 71.97
            11 77.7
            12 79.77
            13 83.23
            14 82.77
            15 85.41
            16 80.02
            17 80.31
            18 81.38
            19 82.95
            20 86.02
            21 84.94
            22 83.04
            23 76.7
            24 66.72
; 
 
## Number nFI of time intervals in which a certain fraction of the demand has to be met (card(set F)) 
param nFI := 2; 
 
## First time step of interval f in FI 
param TF_L :=   1 7 
                2 18
; 
 
## Last time step of interval f in FI
param TF_U :=   1 9 
                2 22
; 
 
## Fraction of central demand that needs to be met during interval f in FI 
param coef_FD :=    1 1 
                    2 1
; 
 
## Cost per unit of flexible demand activated [EUR]
param C_FD := 1; 
