# Parameters for Flexible Demand Model 
## Central Demand
param FD := 1 17.5
            2 16.18
            3 15.35
            4 14.82
            5 14.54
            6 14.54
            7 15.21
            8 15.88
            9 17.02
            10 19.15
            11 20.73
            12 21.56
            13 22.29
            14 22.96
            15 23.05
            16 21.51
            17 20.7
            18 20.68
            19 21.04
            20 22.61
            21 23.8
            22 23.44
            23 21.15
            24 18.86
; 
 
## Lower Bound on Flexible Demand 
param FD_L := 1 14.0
            2 12.95
            3 12.28
            4 11.86
            5 11.63
            6 11.64
            7 12.17
            8 12.7
            9 13.62
            10 15.32
            11 16.58
            12 17.25
            13 17.83
            14 18.37
            15 18.44
            16 17.21
            17 16.56
            18 16.54
            19 16.83
            20 18.09
            21 19.04
            22 18.75
            23 16.92
            24 15.09
; 
 
## Upper Bound on Flexible Demand 
param FD_U := 1 21.0
            2 19.42
            3 18.42
            4 17.79
            5 17.45
            6 17.45
            7 18.25
            8 19.05
            9 20.43
            10 22.98
            11 24.87
            12 25.87
            13 26.75
            14 27.56
            15 27.66
            16 25.81
            17 24.83
            18 24.81
            19 25.25
            20 27.13
            21 28.56
            22 28.12
            23 25.38
            24 22.64
; 
 
## Upper Bound on Upwards Reserve Provided by Flexible Demand 
param RUFD := 1 7.0
            2 6.47
            3 6.14
            4 5.93
            5 5.82
            6 5.82
            7 6.08
            8 6.35
            9 6.81
            10 7.66
            11 8.29
            12 8.62
            13 8.92
            14 9.19
            15 9.22
            16 8.6
            17 8.28
            18 8.27
            19 8.42
            20 9.04
            21 9.52
            22 9.37
            23 8.46
            24 7.55
; 
 
## Upper Bound on Downwards Reserve Provided by Flexible Demand 
param RDFD := 1 42.0
            2 38.84
            3 36.84
            4 35.57
            5 34.9
            6 34.91
            7 36.51
            8 38.1
            9 40.85
            10 45.97
            11 49.74
            12 51.74
            13 53.5
            14 55.11
            15 55.32
            16 51.62
            17 49.67
            18 49.62
            19 50.5
            20 54.26
            21 57.12
            22 56.24
            23 50.77
            24 45.27
; 
 
## Number nFI of time intervals in which a certain fraction of the demand has to be met (card(set F)) 
param nFI := 2; 
 
## First time step of interval f in FI 
param TF_L :=   1 7 
                2 18
; 
 
## Last time step of interval f in FI
param TF_U :=   1 9 
                2 22
; 
 
## Fraction of central demand that needs to be met during interval f in FI 
param coef_FD :=    1 1 
                    2 1
; 
 
## Cost per unit of flexible demand activated [EUR]
param C_FD := 1; 
