# Parameters for Flexible Demand Model 
## Central Demand
param FD := 1 16.78
            2 15.25
            3 14.53
            4 14.29
            5 14.21
            6 14.98
            7 17.83
            8 21.56
            9 24.52
            10 25.55
            11 26.52
            12 26.92
            13 27.51
            14 28.28
            15 28.33
            16 27.42
            17 26.47
            18 26.73
            19 27.56
            20 27.87
            21 27.51
            22 25.67
            23 22.39
            24 19.39
; 
 
## Lower Bound on Flexible Demand 
param FD_L := 1 13.42
            2 12.2
            3 11.62
            4 11.43
            5 11.37
            6 11.99
            7 14.26
            8 17.25
            9 19.61
            10 20.44
            11 21.21
            12 21.53
            13 22.01
            14 22.62
            15 22.66
            16 21.93
            17 21.18
            18 21.38
            19 22.05
            20 22.3
            21 22.01
            22 20.54
            23 17.91
            24 15.51
; 
 
## Upper Bound on Flexible Demand 
param FD_U := 1 20.13
            2 18.3
            3 17.44
            4 17.15
            5 17.06
            6 17.98
            7 21.4
            8 25.87
            9 29.42
            10 30.66
            11 31.82
            12 32.3
            13 33.01
            14 33.93
            15 34.0
            16 32.9
            17 31.77
            18 32.07
            19 33.07
            20 33.44
            21 33.01
            22 30.81
            23 26.87
            24 23.26
; 
 
## Upper Bound on Upwards Reserve Provided by Flexible Demand 
param RUFD := 1 6.71
            2 6.1
            3 5.81
            4 5.72
            5 5.69
            6 5.99
            7 7.13
            8 8.62
            9 9.81
            10 10.22
            11 10.61
            12 10.77
            13 11.0
            14 11.31
            15 11.33
            16 10.97
            17 10.59
            18 10.69
            19 11.02
            20 11.15
            21 11.0
            22 10.27
            23 8.96
            24 7.75
; 
 
## Upper Bound on Downwards Reserve Provided by Flexible Demand 
param RDFD := 1 40.27
            2 36.59
            3 34.87
            4 34.3
            5 34.11
            6 35.96
            7 42.79
            8 51.75
            9 58.84
            10 61.32
            11 63.64
            12 64.6
            13 66.03
            14 67.86
            15 67.99
            16 65.8
            17 63.53
            18 64.15
            19 66.15
            20 66.89
            21 66.02
            22 61.61
            23 53.73
            24 46.52
; 
 
## Number nFI of time intervals in which a certain fraction of the demand has to be met (card(set F)) 
param nFI := 2; 
 
## First time step of interval f in FI 
param TF_L :=   1 7 
                2 18
; 
 
## Last time step of interval f in FI
param TF_U :=   1 9 
                2 22
; 
 
## Fraction of central demand that needs to be met during interval f in FI 
param coef_FD :=    1 1 
                    2 1
; 
 
## Cost per unit of flexible demand activated [EUR]
param C_FD := 1; 
